file_name, split, width, height, width_n, height_n
a0937-dvf_097.dng,train,3920,2638,3920,2638
a0899-_MG_1099.dng,train,3522,2348,3522,2348
a1296-kme_355.dng,train,2482,1648,2482,1648
a0915-MB_060708_204.dng,train,2920,4386,2920,4386
a1170-Ja_Pe-76.dng,train,4248,2388,4248,2388
a1354-IMG_8018.dng,train,2348,3522,2348,3522
a1118-jmac_MG_1307.dng,train,4386,2920,4386,2920
a1339-IMG_3445.dng,train,4290,2856,4290,2856
a1169-kme_419.dng,train,3522,2348,3522,2348
a1120-NKIM_MG_3089.dng,train,3908,2602,3908,2602
a1210-IMG_0275.dng,train,3908,2602,3908,2602
a0784-_MG_7693.dng,train,4386,2920,4386,2920
a1156-IMG_4771.dng,train,4290,2856,4290,2856
a1318-DSC_0062.dng,train,2014,3040,2014,3040
a0894-dvf_001.dng,train,2920,4386,2920,4386
a1356-kme_170.dng,train,2348,3522,2348,3522
a0775-kme_423.dng,test,2348,3522,2348,3522
a1070-_MG_6547.dng,train,4386,2920,4386,2920
a0977-IMG_5831.dng,val,2602,3906,2602,3906
a1121-IMG_3327.dng,train,4290,2856,4290,2856
a0845-NKIM_MG_7387.dng,test,3908,2602,3908,2602
a0975-_DSC0070.dng,train,2014,3040,2014,3040
a0754-07-11-22-at-09h58m34s-_MG_6189.dng,train,2920,4386,2920,4386
a1137-kme_027.dng,train,2602,3908,2602,3908
a1342-LSCRW_0034.dng,train,3112,2328,3112,2328
a0956-kme_167.dng,train,2348,3522,2348,3522
a1301-07-11-24-at-14h40m51s-_MG_6711.dng,val,2920,4386,2920,4386
a1319-IMG_2601.dng,train,2856,4290,2856,4290
a1136-LS051026_day_1_arive31.dng,train,5010,3335,5010,3335
a0972-IMG_4939.dng,train,4290,2856,4290,2856
a1234-_DGW6333.dng,train,2844,4284,2844,4284
a1039-IMG_3952.dng,train,4290,2856,4290,2856
a1353-KE_-0027.dng,val,3032,2024,3032,2024
a1062-_DGW6315.dng,train,4284,2844,4284,2844
a0856-IMG_3961.dng,train,4290,2856,4290,2856
a1266-20060206_145139__MG_2286.dng,val,4386,2920,4386,2920
a1010-_DSC1161.dng,train,4284,2844,4284,2844
a0965-2004-07-29 18-24-54 CRW_3304.dng,train,3088,2055,3088,2055
a1020-IMG_5557.dng,train,3908,2602,3908,2602
a0918-_MG_1507.dng,test,4386,2920,4386,2920
a0763-jmac_DSC2903.dng,train,3040,2014,3040,2014
a0734-kme_229.dng,train,3522,2348,3522,2348
a0834-kme_320.dng,train,3032,2024,3032,2024
a1023-kme_385.dng,train,3920,2638,3920,2638
a0955-IMG_0045.dng,val,4290,2856,4290,2856
a0921-IMG_4116.dng,train,4290,2856,4290,2856
a1361-jn_20080803_0525.dng,test,3522,2348,3522,2348
a1153-dgw_053.dng,test,2844,4284,2844,4284
a0880-kme_030.dng,train,2602,3908,2602,3908
a1015-_DSC5571.dng,val,4284,2844,4284,2844
a1103-jmac_MG_0296.dng,test,4386,2920,4386,2920
a0927-_DSC1554.dng,val,2844,4284,2844,4284
a1025-IMG_4065.dng,train,2856,4290,2856,4290
a0930-IMG_0146.dng,train,4290,2856,4290,2856
a1284-Ja_Pe-37.dng,train,4248,2400,4248,2400
a1363-MB_060909_005.dng,train,2920,4386,2920,4386
a0888-_DSC0011.dng,train,2014,3040,2014,3040
a1399-jmac_MG_7777.dng,train,4386,2920,4386,2920
a1352-07-11-04-at-17h58m48s-_MG_4012.dng,train,4386,2920,4386,2920
a1017-kme_427.dng,train,3522,2348,3522,2348
a0810-050713_234914__I2E3846.dng,train,2348,3522,2348,3522
a0790-NKIM_MG_6439.dng,val,2602,3908,2602,3908
a1064-KE_-0030.dng,test,2024,3032,2024,3032
a1097-IMG_0984.dng,train,4290,2856,4290,2856
a1368-kme_086.dng,train,2602,3908,2602,3908
a1387-LS_060715_8762.dng,train,5010,3335,5010,3335
a0876-IMG_3503.dng,train,4290,2856,4290,2856
a0804-CRW_1088.dng,train,3088,2055,3088,2055
a0836-NKIM_MG_8116.dng,train,2602,3908,2602,3908
a0889-dvf_043.dng,train,3920,2638,3920,2638
a0741-kme_169.dng,train,3522,2348,3522,2348
a1219-IMG_3770.dng,val,2856,4290,2856,4290
a1073-IMG_2650.dng,train,4290,2856,4290,2856
a1115-kme_231.dng,train,3522,2348,3522,2348
a1273-IMG_1444.dng,val,4290,2856,4290,2856
a1391-DSC_0002-2.dng,train,3040,2014,3040,2014
a1246-DSC_0196.dng,test,2611,3900,2611,3900
a1295-IMG_4898.dng,train,4290,2856,4290,2856
a1013-IMG_3366.dng,train,4290,2856,4290,2856
a1251-_DGW6263.dng,train,4284,2844,4284,2844
a1122-20080622_at_13h47m40__MG_9874.dng,train,4386,2920,4386,2920
a1077-20060507_120136__E6B1106.dng,train,3522,2348,3522,2348
a1263-20071122_142540__MG_0314.dng,train,4386,2920,4386,2920
a1299-NKIM_MG_6747.dng,train,3908,2602,3908,2602
a1275-20080809_at_14h45m40__MG_0065.dng,train,2920,4386,2920,4386
a1268-jmac_MG_5989.dng,train,4386,2920,4386,2920
a1183-07-07-01-at-11h01m48s-_MG_2035.dng,train,2920,4386,2920,4386
a1040-tc_DSC4144.dng,train,4320,2868,4320,2868
a0788-IMG_4030.dng,train,2856,4290,2856,4290
a0993-jmac_MG_0770.dng,train,2920,4386,2920,4386
a0864-DSC_0072.dng,train,3040,2014,3040,2014
a0962-DSC_0006.dng,train,2014,3040,2014,3040
a1085-_DSC6188.dng,test,4284,2844,4284,2844
a1315-_DSC0092.dng,val,2014,3040,2014,3040
a1133-jmac_DSC2375.dng,train,3040,2014,3040,2014
a1100-_DGW6248.dng,train,4284,2844,4284,2844
a1258-DSC_0268.dng,train,3900,2616,3900,2616
a1312-kme_221.dng,train,2348,3522,2348,3522
a1254-NKIM_MG_6664.dng,train,3908,2602,3908,2602
a0942-kme_557.dng,train,3322,4432,3322,4432
a0911-IMG_4647.dng,train,4290,2856,4290,2856
a1375-jmac_DSC0540.dng,train,3040,2014,3040,2014
a1094-_I2E5962.dng,train,2348,3522,2348,3522
a1151-Ja_Pe-79.dng,train,4248,2388,4248,2388
a0781-20080627_at_18h09m45__MG_0793.dng,train,4386,2920,4386,2920
a1227-KE_-1576.dng,val,3040,2014,3040,2014
a1382-MB_070908_022.dng,train,4386,2920,4386,2920
a0701-jn_2007_12_10__BU_CRUISE_001.dng,train,3522,2348,3522,2348
a1194-IMG_0479.dng,train,2856,4290,2856,4290
a1292-_DSC0177.dng,train,3040,2014,3040,2014
a1314-IMG_0083.dng,train,2314,3474,2314,3474
a0807-DSC_0026.dng,val,2014,3040,2014,3040
a1041-_DSC4339.dng,train,4284,2844,4284,2844
a0707-07-12-01-at-15h31m07s-_MG_8670.dng,train,4386,2920,4386,2920
a1047-IMG_2420.dng,train,4290,2856,4290,2856
a1293-WP_CRW_4757.dng,train,3088,2056,3088,2056
a0747-dgw_033.dng,train,4284,2844,4284,2844
a1160-_MG_1159.dng,train,3522,2348,3522,2348
a0996-tc_DSC0453.dng,train,2868,4320,2868,4320
a0912-050813_175432__I2E5902.dng,train,3522,2348,3522,2348
a1056-IMG_5763.dng,train,2602,3906,2602,3906
a1374-IMG_0937.dng,train,4290,2856,4290,2856
a0799-IMG_4617.dng,train,2856,4290,2856,4290
a1398-kme_077.dng,test,3908,2602,3908,2602
a1335-07-11-26-at-14h48m48s-_MG_7086.dng,train,2920,4386,2920,4386
a1215-kme_488.dng,train,4432,3322,4432,3322
a1326-Ja_Pe-67.dng,val,2388,4248,2388,4248
a1130-dgw_128.dng,test,4284,2844,4284,2844
a0926-kme_278.dng,train,3040,2014,3040,2014
a0736-_DGW6293.dng,train,4284,2844,4284,2844
a1228-_78U7657.dng,train,3906,2600,3906,2600
a0750-IMG_1874.dng,test,2348,3522,2348,3522
a1247-DSC_0272.dng,train,2616,3900,2616,3900
a1223-WP_IMG_0973.dng,train,4032,3024,4032,3024
a1112-_DSC0048.dng,train,2014,3040,2014,3040
a1297-_DGW6304.dng,train,4284,2844,4284,2844
a1152-IMG_4712.dng,train,4290,2856,4290,2856
a1250-kme_041.dng,train,2602,3908,2602,3908
a1067-050708_162150__I2E9694.dng,train,3522,2348,3522,2348
a1117-DSC_0125.dng,train,2014,3040,2014,3040
a0997-jmac_MG_7637.dng,train,4386,2920,4386,2920
a1303-NKIM_080.dng,val,2602,3908,2602,3908
a1087-IMG_0048.dng,train,4290,2856,4290,2856
a1325-IMG_4028.dng,test,4290,2856,4290,2856
a1229-kme_091.dng,train,3908,2602,3908,2602
a1059-kme_594.dng,train,4032,3024,4032,3024
a0919-07-10-06-at-17h40m18s-_MG_3916.dng,train,2920,4386,2920,4386
a1243-kme_455.dng,val,3522,2348,3522,2348
a1290-_MG_7809.dng,train,2920,4386,2920,4386
a1207-IMG_4195.dng,train,2856,4290,2856,4290
a0719-jmac_MG_5118.dng,test,4386,2920,4386,2920
a1021-IMG_5051.dng,train,2602,3906,2602,3906
a1143-jn_20080821_NYC_014.dng,train,2348,3522,2348,3522
a0837-dvf_096.dng,val,3920,2638,3920,2638
a1000-IMG_4380.dng,train,4290,2856,4290,2856
a0702-dgw_091.dng,train,4284,2844,4284,2844
a1330-20080625_at_00h06m29__MG_0169.dng,val,4386,2920,4386,2920
a1042-_DSC2723.dng,train,2844,4284,2844,4284
a0710-kme_329.dng,test,3040,2014,3040,2014
a1126-IMG_3302.dng,train,4290,2856,4290,2856
a0706-kme_217.dng,train,2348,3522,2348,3522
a1113-_DSC0070-2.dng,train,2014,3040,2014,3040
a0861-WP_CRW_0893.dng,train,3088,2056,3088,2056
a0934-kme_390.dng,train,3522,2348,3522,2348
a0905-_DSC0010.dng,train,3040,2014,3040,2014
a0924-kme_153.dng,train,2348,3522,2348,3522
a0991-_DSC5400.dng,train,2844,4284,2844,4284
a1340-_DSC7451.dng,train,4284,2844,4284,2844
a0705-WP_CRW_4059.dng,train,2056,3088,2056,3088
a0758-050731_160352__I2E5385.dng,train,3522,2348,3522,2348
a0958-jmac_MG_0737.dng,train,4386,2920,4386,2920
a0855-_I2E6010.dng,train,3522,2348,3522,2348
a0722-tc_DSC1969.dng,train,4320,2868,4320,2868
a1311-050801_142402__I2E5523.dng,train,3522,2348,3522,2348
a0881-WP_CRW_4801.dng,val,2055,3088,2055,3088
a1238-_I2E7483.dng,train,3522,2348,3522,2348
a1372-kme_413.dng,train,3522,2348,3522,2348
a0797-07-10-06-at-08h42m41s-_MG_3745.dng,train,4386,2920,4386,2920
a1197-IMG_4674.dng,train,4290,2856,4290,2856
a0780-_DSC0040-2.dng,train,3040,2014,3040,2014
a1199-jmac_MG_5873.dng,train,4386,2920,4386,2920
a1388-jmac_MG_6009.dng,test,4386,2920,4386,2920
a1184-jmacDSC_0202.dng,val,3040,2014,3040,2014
a1298-IMG_4392.dng,train,4290,2856,4290,2856
a0865-20080515_075226__MG_9983.dng,train,2920,4386,2920,4386
a1138-2004-06-24 05-55-28 CRW_2024.dng,train,3088,2055,3088,2055
a1359-NKIM_MG_6126.dng,train,3908,2602,3908,2602
a1381-jmac_DSC1609.dng,train,3040,2014,3040,2014
a0708-20070210_164509__MG_6786.dng,train,4386,2920,4386,2920
a0713-IMG_1505.dng,train,4290,2856,4290,2856
a1248-dgw_081.dng,train,4284,2844,4284,2844
a1224-_DGW6318.dng,test,4284,2844,4284,2844
a1057-5044AlexanderWed07.dng,train,2348,3522,2348,3522
a1241-_DSC6418.dng,val,2844,4284,2844,4284
a1058-_I2E8070.dng,train,2348,3522,2348,3522
a0998-IMG_4971.dng,train,2856,4290,2856,4290
a0885-IMG_4585.dng,train,2856,4290,2856,4290
a1230-IMG_5833.dng,train,3906,2602,3906,2602
a0907-IMG_2648.dng,test,4290,2856,4290,2856
a0994-IMG_4703.dng,test,2856,4290,2856,4290
a0819-kme_268.dng,train,3032,2024,3032,2024
a1140-dgw_059.dng,test,4284,2844,4284,2844
a1176-jn_2007_05_11__709.dng,train,2348,3522,2348,3522
a0818-DSC_0061.dng,train,2014,3040,2014,3040
a1383-_DGW6387.dng,train,4284,2844,4284,2844
a1281-tc_DSC2356.dng,train,2868,4320,2868,4320
a1264-IMG_2896.dng,train,4290,2856,4290,2856
a1159-KE_-0046.dng,train,3032,2024,3032,2024
a0858-_DSC0018.dng,train,3040,2014,3040,2014
a0981-jmac_MG_1360.dng,train,4386,2920,4386,2920
a0854-MB_080329_060.dng,train,4386,2920,4386,2920
a0816-jn_20071117-045.dng,train,3522,2348,3522,2348
a0933-dgw_007.dng,train,2844,4284,2844,4284
a1031-IMG_5026.dng,train,4290,2856,4290,2856
a0774-kme_341.dng,test,2014,3040,2014,3040
a0718-_DSC1333.dng,train,4284,2844,4284,2844
a0910-_DGW6379.dng,train,4284,2844,4284,2844
a0925-20051212_140753__E6B8209.dng,train,3522,2348,3522,2348
a1386-NKIM_MG_6675.dng,test,2602,3908,2602,3908
a0805-DSC_0152.dng,train,3040,2014,3040,2014
a0916-jmac_DSC4232.dng,test,2014,3040,2014,3040
a0798-IMG_4109.dng,train,4290,2856,4290,2856
a1005-kme_318.dng,val,3040,2014,3040,2014
a0738-WP_CRW_9283.dng,train,3088,2056,3088,2056
a0746-050724_185230__I2E5154.dng,train,2348,3522,2348,3522
a0944-20061213_132310__MG_3646.dng,train,4386,2920,4386,2920
a1185-_DSC0103.dng,train,3040,2014,3040,2014
a1188-MB_080329_068.dng,train,4386,2920,4386,2920
a1003-_DSC0048-2.dng,val,2014,3040,2014,3040
a0827-jmac_DSC5894.dng,train,3040,2014,3040,2014
a1261-07-12-01-at-16h14m01s-_MG_8746.dng,train,4386,2920,4386,2920
a0828-IMG_1822.dng,train,3522,2348,3522,2348
a1192-IMG_0225.dng,train,3908,2602,3908,2602
a0771-WP_CRW_9526.dng,val,2055,3088,2055,3088
a1259-jmac_MG_0385.dng,train,4386,2920,4386,2920
a0811-20051224_165428__MG_0953.dng,train,2920,4386,2920,4386
a1397-LSstone_060806_8957.dng,train,5010,3335,5010,3335
a1376-NKIM_122.dng,train,3908,2602,3908,2602
a1071-IMG_4431.dng,train,4290,2856,4290,2856
a1038-_DSC1232.dng,train,4284,2844,4284,2844
a1267-kme_469.dng,val,3522,2348,3522,2348
a0979-_DSC0347.dng,train,3040,2014,3040,2014
a1289-jn_20081025_Kent_Shelter_186.dng,train,3522,2348,3522,2348
a0716-MB_20030906_030.dng,train,3088,2056,3088,2056
a1150-NKIM_MG_3095.dng,train,3908,2602,3908,2602
a1007-DSC_0047-1.dng,train,3040,2014,3040,2014
a0762-_I2E7839.dng,train,3522,2348,3522,2348
a1114-IMG_4045.dng,train,2856,4290,2856,4290
a1216-_DSC0010.dng,test,3040,2014,3040,2014
a1350-kme_002.dng,train,3900,2613,3900,2613
a1016-050716_115658__I2E4159.dng,train,3522,2348,3522,2348
a1367-07-11-11-at-11h49m06s-_MG_4547.dng,train,2920,4386,2920,4386
a1174-NKIM_MG_8294.dng,train,3908,2602,3908,2602
a1045-_DSC4480.dng,train,4284,2844,4284,2844
a0704-jmac_MG_0617.dng,test,4386,2920,4386,2920
a0866-IMG_0019.dng,val,2602,3908,2602,3908
a0830-kme_206.dng,train,3522,2348,3522,2348
a1256-Ja_Pe-30.dng,train,4248,2400,4248,2400
a0938-_DGW6281.dng,train,4284,2844,4284,2844
a0792-jmac_DSC1632.dng,test,3040,2014,3040,2014
a1351-jn_2007_05_14__770.dng,train,2348,3522,2348,3522
a0743-_DSC6146.dng,train,4284,2844,4284,2844
a1225-_DSC0019-2.dng,train,3040,2014,3040,2014
a0871-07-09-22-at-20h08m29s-_MG_3610.dng,test,2920,4386,2920,4386
a1119-MB_070908_170.dng,train,2920,4386,2920,4386
a0895-NKIM_MG_2644.dng,train,2602,3908,2602,3908
a1089-DSC_0009-1.dng,train,3040,2014,3040,2014
a1309-20060507_112829__E6B1004.dng,train,3522,2348,3522,2348
a1324-IMG_4182.dng,train,2856,4290,2856,4290
a1384-dvf_095.dng,val,3920,2638,3920,2638
a1239-LSYD4O0652.dng,train,5010,3335,5010,3335
a0745-NKIM_117.dng,train,2602,3908,2602,3908
a0922-WP_CRW_4811.dng,train,3088,2055,3088,2055
a1214-IMG_0041.dng,train,3908,2602,3908,2602
a0990-050708_111310__I2E9651.dng,train,3522,2348,3522,2348
a1018-jn_20081025_Kent_Shelter_055.dng,train,3522,2348,3522,2348
a1127-2004-06-08 12-41-28 CRW_0371.dng,test,3088,2055,3088,2055
a1032-IMG_1542.dng,train,4290,2856,4290,2856
a1182-_DSC0063.dng,train,3040,2014,3040,2014
a0851-NKIM_MG_6583.dng,val,3908,2602,3908,2602
a1316-kme_587.dng,train,3522,2348,3522,2348
a1235-Ja_Pe-26.dng,val,2400,4248,2400,4248
a1178-jmac_MG_6061.dng,test,4386,2920,4386,2920
a0869-20080629_at_19h10m02__MG_1342.dng,train,4386,2920,4386,2920
a0808-kme_147.dng,train,2920,4386,2920,4386
a0913-IMG_4082.dng,train,4290,2856,4290,2856
a4268-kme_2371.dng,train,3322,4432,3322,4432
a4778-09-05-17-at-20h53m00s-_MG_9268.dng,val,5634,3752,5634,3752
a4580-Duggan_081024_2311.dng,train,4386,2920,4386,2920
a4839-Duggan_090321_5908.dng,train,4386,2920,4386,2920
a4207-kme_1045.dng,train,4048,6080,4048,6080
a4907-kme_0814.dng,train,4048,6080,4048,6080
a4548-Duggan_080130_5029.dng,test,4386,2920,4386,2920
a4314-DSC_0062.dng,train,3040,2014,3040,2014
a4453-_DGW0267.dng,train,4284,2844,4284,2844
a4244-Duggan_090504_8959.dng,train,4386,2920,4386,2920
a4235-DSC_0433.dng,test,3900,2611,3900,2611
a4828-Duggan_050710_1299.dng,train,3088,2056,3088,2056
a4693-DSC_0233.dng,train,2611,3900,2611,3900
a4943-20090327_at_11h17m20__MG_0987.dng,test,5634,3752,5634,3752
a4897-kme_0623.dng,train,6080,4048,6080,4048
a4259-kme_0610.dng,train,6080,4048,6080,4048
a4878-Duggan_080207_5155.dng,train,4386,2920,4386,2920
a4834-Duggan_050710_1251.dng,train,2056,3088,2056,3088
a4215-DSC_0450.dng,train,3900,2611,3900,2611
a4362-_DGW7864.dng,train,2844,4284,2844,4284
a4985-jmac_MG_7412.dng,train,4386,2920,4386,2920
a4591-Duggan_080411_5940.dng,train,4386,2920,4386,2920
a4241-_DSC0059.dng,train,3040,2014,3040,2014
a4358-Ja_Pe-88.dng,train,2844,4284,2844,4284
a4803-DSC_0017-2.dng,train,2014,3040,2014,3040
a4351-Duggan_090428_8083.dng,train,4386,2920,4386,2920
a4825-DSC_0127.dng,train,3900,2611,3900,2611
a4436-DSC_0153.dng,train,3900,2611,3900,2611
a4555-Duggan_050709_1140.dng,test,3088,2056,3088,2056
a4707-_MG_9369.dng,train,5634,3752,5634,3752
a4284-20090417_at_11h06m33__MG_1831.dng,train,3752,5634,3752,5634
a4952-_DGW9464.dng,test,2844,4284,2844,4284
a4250-kme_00047.dng,val,6080,4048,6080,4048
a4248-DSC_0109.dng,train,3900,2611,3900,2611
a4578-DSC_0055.dng,val,3040,2014,3040,2014
a4598-Duggan_090305_5297.dng,train,4386,2920,4386,2920
a4948-_DGW7855.dng,train,2844,4284,2844,4284
a4262-DSC_0065.dng,train,2014,3040,2014,3040
a4849-Duggan_090426_7764.dng,train,2920,4386,2920,4386
a4545-_DGW9669.dng,train,4284,2844,4284,2844
a4986-DSC_0177.dng,test,3040,2014,3040,2014
a4574-DSC_0038.dng,train,2014,3040,2014,3040
a4750-Duggan_090504_9001.dng,test,2920,4386,2920,4386
a4398-Duggan_050709_1062.dng,train,3088,2056,3088,2056
a4597-Duggan_090226_5190.dng,train,4386,2920,4386,2920
a4709-_DGW0275.dng,train,4284,2844,4284,2844
a4478-_DSC9389.dng,train,2844,4284,2844,4284
a4783-20090321_at_19h16m32__MG_0220.dng,val,5634,3752,5634,3752
a4976-_DSC0005.dng,val,3040,2014,3040,2014
a4896-kme_0104.dng,train,6080,4048,6080,4048
a4911-20090420_at_11h48m05__MG_2417.dng,train,3752,5634,3752,5634
a4514-kme_0258.dng,train,6080,4048,6080,4048
a4886-Duggan_090503_8792.dng,train,4386,2920,4386,2920
a4511-Duggan_090504_9050.dng,train,4386,2920,4386,2920
a4329-DSC_0028.dng,train,3040,2014,3040,2014
a4263-_DSC0022-2.dng,train,2014,3040,2014,3040
a4838-_DSC0200.dng,test,3040,2014,3040,2014
a4983-kme_0122.dng,train,4048,6080,4048,6080
a4961-Duggan_050714_1922.dng,train,3088,2056,3088,2056
a4396-DSC_0073-2.dng,train,2014,3040,2014,3040
a4257-DSC_0104-2.dng,train,3040,2014,3040,2014
a4759-Duggan_090305_5342.dng,train,4386,2920,4386,2920
a4562-_MG_7033.dng,val,4386,2920,4386,2920
a4401-kme_0250.dng,test,6080,4048,6080,4048
a4974-Duggan_090226_5202.dng,train,4386,2920,4386,2920
a4441-_DGW0274.dng,train,2844,4284,2844,4284
a4672-kme_0259.dng,train,6080,4048,6080,4048
a4736-Duggan_090503_8761.dng,train,4386,2920,4386,2920
a4758-_DSC0023.dng,train,3040,2014,3040,2014
a4697-DSC_0154.dng,val,3900,2611,3900,2611
a4801-_DGW0327.dng,train,2844,4284,2844,4284
a4537-kme_0119.dng,train,6080,4048,6080,4048
a4586-Duggan_090428_8010.dng,train,4386,2920,4386,2920
a4386-Duggan_090124_4632.dng,train,4386,2920,4386,2920
a4846-Duggan_050714_1952.dng,train,3088,2056,3088,2056
a4456-DSC_0472.dng,test,3900,2611,3900,2611
a4879-IMG_3712.dng,train,4290,2856,4290,2856
a4684-_DGW0286.dng,train,4284,2844,4284,2844
a4850-_DGW9453.dng,train,4284,2844,4284,2844
a4859-_DGW0248.dng,train,2844,4284,2844,4284
a4226-kme_0501.dng,train,4048,6080,4048,6080
a4869-09-05-19-at-19h05m38s-_MG_9563.dng,train,3752,5634,3752,5634
a4882-DSC_0337.dng,val,3900,2611,3900,2611
a4832-kme_321.dng,train,3032,2024,3032,2024
a4966-Duggan_090124_4744.dng,val,4386,2920,4386,2920
a4546-Duggan_081010_1913.dng,test,4386,2920,4386,2920
a4572-_MG_0727.dng,train,3522,2348,3522,2348
a4519-_DGW7869.dng,train,4284,2844,4284,2844
a4242-_DSC0051.dng,train,3040,2014,3040,2014
a4863-Duggan_080115_4511.dng,train,4386,2920,4386,2920
a4817-DSC_0370.dng,train,3900,2611,3900,2611
a4906-Duggan_090210_5028.dng,train,4386,2920,4386,2920
a4340-DSC_0441.dng,train,3900,2611,3900,2611
a4902-_DGW0251.dng,train,4284,2844,4284,2844
a4984-DSC_0440.dng,train,3900,2611,3900,2611
a4712-DSC_0385.dng,train,3900,2611,3900,2611
a4556-_DGW0305.dng,train,2844,4284,2844,4284
a4894-DSC_0009.dng,train,2014,3040,2014,3040
a4685-Duggan_080411_5945.dng,train,4386,2920,4386,2920
a4488-jmac_DSC2560.dng,val,3040,2014,3040,2014
a4240-_DSC0017-1.dng,test,3040,2014,3040,2014
a4425-DSC_0007.dng,train,3900,2611,3900,2611
a4644-Duggan_090214_5136.dng,train,4386,2920,4386,2920
a4929-_DSC0032.dng,train,3040,2014,3040,2014
a4767-kme_2719.dng,train,4432,3322,4432,3322
a4812-Duggan_090428_8086.dng,train,4386,2920,4386,2920
a4422-DSC_0110.dng,test,2014,3040,2014,3040
a4969-Duggan_080819_1109.dng,test,4386,2920,4386,2920
a4747-09-05-19-at-19h04m32s-_MG_9562.dng,train,5634,3752,5634,3752
a4765-DSC_0009-3.dng,train,3040,2014,3040,2014
a4414-DSC_0292.dng,train,3900,2611,3900,2611
a4804-Duggan_050713_1825.dng,train,3088,2056,3088,2056
a4727-Duggan_050704_0586.dng,train,2056,3088,2056,3088
a4265-Duggan_080411_5930.dng,train,4386,2920,4386,2920
a4782-DSC_0030.dng,train,2014,3040,2014,3040
a4665-Duggan_090504_8932.dng,test,4386,2920,4386,2920
a4823-DSC_0417.dng,val,3900,2611,3900,2611
a4694-kme_0275.dng,test,6080,4048,6080,4048
a4687-DSC_0038.dng,train,3900,2611,3900,2611
a4528-Duggan_090209_4971.dng,train,4386,2920,4386,2920
a4238-Duggan_090320_5609.dng,train,4386,2920,4386,2920
a4871-20090419_at_18h20m09__MG_2343.dng,train,5634,3752,5634,3752
a4251-DSC_0248.dng,train,2611,3900,2611,3900
a4637-_DSC2592.dng,test,2844,4284,2844,4284
a4446-dvf_074.dng,val,3920,2638,3920,2638
a4751-Duggan_080819_1030.dng,val,4386,2920,4386,2920
a4841-DSC_0446.dng,test,3900,2611,3900,2611
a4794-IMG_3933.dng,train,2856,4290,2856,4290
a4651-_DGW0292.dng,train,4284,2844,4284,2844
a4686-DSC_0438.dng,train,3900,2611,3900,2611
a4968-Duggan_080819_1132.dng,test,4386,2920,4386,2920
a4508-DSC_0063.dng,val,3040,2014,3040,2014
a4893-DSC_0107.dng,train,2014,3040,2014,3040
a4784-DSC_0007-3.dng,train,2014,3040,2014,3040
a4931-Duggan_090428_8054.dng,train,4386,2920,4386,2920
a4867-DSC_0350.dng,train,3900,2611,3900,2611
a4410-kme_0458.dng,train,4048,6080,4048,6080
a4458-DSC_0401.dng,train,3900,2611,3900,2611
a4614-kme_0332.dng,train,6080,4048,6080,4048
a4296-kme_0430.dng,train,6080,4048,6080,4048
a4214-DSC_0267.dng,train,2611,3900,2611,3900
a4305-20090327_at_10h44m56__MG_0923.dng,train,5634,3752,5634,3752
a4979-_DGW0341.dng,train,2844,4284,2844,4284
a4440-kme_0583.dng,test,4048,6080,4048,6080
a4565-Duggan_090504_9023.dng,train,4386,2920,4386,2920
a4958-_DSC0036-1.dng,train,2014,3040,2014,3040
a4737-DSC_0089.dng,train,3900,2611,3900,2611
a4626-DSC_0476.dng,train,3900,2611,3900,2611
a4552-DSC_0188.dng,train,3900,2611,3900,2611
a4322-DSC_0145.dng,train,2014,3040,2014,3040
a4217-DSC_0142.dng,val,3900,2611,3900,2611
a4691-20090503_at_05h29m47__MG_9401.dng,train,5634,3752,5634,3752
a4858-jn_2007_12_25__Christmas_Day__134.dng,train,3522,2348,3522,2348
a4699-kme_0581.dng,train,6080,4048,6080,4048
a4485-_DSC0026.dng,train,2014,3040,2014,3040
a4938-20090327_at_11h35m56__MG_1009.dng,train,3752,5634,3752,5634
a4585-20090404_at_00h08m02__MG_1256.dng,train,5634,3752,5634,3752
a4623-DSC_0037.dng,train,2014,3040,2014,3040
a4980-20090328_at_06h47m42__MG_1211.dng,train,3752,5634,3752,5634
a4810-09-05-19-at-21h00m35s-_MG_9611.dng,train,5634,3752,5634,3752
a4285-kme_0483.dng,train,4048,6080,4048,6080
a4946-kme_0694.dng,train,6080,4048,6080,4048
a4211-Duggan_090305_5296.dng,train,4386,2920,4386,2920
a4643-DSC_0006.dng,val,3040,2014,3040,2014
a4612-DSC_0134.dng,train,3900,2611,3900,2611
a4843-DSC_0010.dng,train,3040,2014,3040,2014
a4531-_DGW7866.dng,train,2844,4284,2844,4284
a4977-20090519_at_21h47m37__MG_9644.dng,train,5634,3752,5634,3752
a4740-Duggan_080120_4782.dng,train,4386,2920,4386,2920
a4530-kme_0805.dng,train,4048,6080,4048,6080
a4798-_DSC0159.dng,train,3040,2014,3040,2014
a4922-DSC_0050-3.dng,train,2014,3040,2014,3040
a4914-_DGW0237.dng,train,2844,4284,2844,4284
a4388-_DGW0257.dng,test,2844,4284,2844,4284
a4616-20090417_at_17h35m52__MG_1887.dng,test,3752,5634,3752,5634
a4734-20090419_at_21h42m39__MG_2399.dng,val,3752,5634,3752,5634
a4216-DSC_0118.dng,train,3900,2611,3900,2611
a4996-Duggan_090426_7783.dng,train,4386,2920,4386,2920
a4797-DSC_0455.dng,train,3900,2611,3900,2611
a4447-Duggan_090321_5856.dng,train,4386,2920,4386,2920
